cas,inchi,inchikey,smiles,formula,definition,checked,alw_cname,che_cname,che_id,chl_id,chs_id,drb_id,eea_cname,ein_id,etx_cname,etx_id,ipc_name,puc_cid,wid_cname,wid_id,zvg_id,uii_id
19408-84-5,"","","","","",,"",dihydrocapsaicin,CHEBI:46932,"",97096,,"","","",,"",107982,"","",,""
1942-71-8,"","","","","",,"","","","",,,"","","",,"",16033,"","",,""
19427-32-8,"","","","","",,"",gibberellin A24,CHEBI:32906,"",,,"","","",,"",,"","",,""
1943-11-9,"","","","","",,"","","","",67322,,"","","",,"",74750,"","",,""
19438-10-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1944-12-3,"","","","","",,"",fenoterol hydrobromide,CHEBI:31601,"",,,"","","",,"",,"","",,""
194486-58-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1945-53-5,"","","","","",,"",Palustric acid,CHEBI:29660,"",391763,,"","","",,"",443613,palustric acid,Q27110213,,""
19455-00-6,"","","","","",,"","","","",9854580,,"","","",,"",,"","",,""
19463-48-0,"","","","","",,"","","","",27533,,"","","",,"",29622,5-chlorovanillin,Q69757712,,""
1947-62-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
194798-83-9,"","","","","",,"",Fosfluconazole,CHEBI:31634,"",,,"","","",,"",,"","",,""
1948-33-0,"","","","","",,"",2-tert-butylhydroquinone,CHEBI:78886,"",15235,,"","","",,"",16043,tert-butylhydroquinone,Q662443,,""
1948-47-6,"","","","","",,"","","","",391824,,"","","",,"",443714,Fe(CN)2,Q27114487,,""
1948-92-1,"","","","","",,"","","","",67334,,"","","",,"",,"","",,""
19480-39-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19480-43-4,"","","","","",,MCPA-butotyl,"","","",56480,,"","","",,"",,"","",,""
19485-08-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1949-89-9,"","","","","",,"",2-deoxy-D-galactose,CHEBI:27411,"",92323,,"","","",,"",102191,2-deoxy-D-galactose,Q27103117,,""
1951-12-8,"","","","","",,"","","","",15239,,"","","",,"",16048,"","",,""
1951-25-3,"","","","","",,"",amiodarone,CHEBI:2663,"",2072,,"","","",,"",,"","",,""
19512-65-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
195157-66-5,"","","","","",,"","","","",52084040,,"","","",,"",85745672,"","",,""
195209-93-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19523-57-0,"","","","","",,"","","","",79481,,"","","",,"",88099,"","",,""
19524-06-2,"","","","","",,"","","","",,,"","","",,"",88100,"","",,""
19536-31-3,"","","","","",,"","","","",,,"","","",,"",44150228,"","",,""
1954-28-5,"","","","","",,"",Triethylene glycol diglycidyl ether,CHEBI:82542,"",15246,,"","","",,"",16058,"","",,""
1954-81-0,"","","","","",,chloramben-sodium,"","","",,,"","","",,"",,"","",,""
19545-26-7,"","","","","",,"",wortmannin,CHEBI:52289,"",,,"","","",,"",,"","",,""
19549-98-5,"","","","","",,"","","","",80478,,"","","",,"",89182,"3,6-dimethyl-1-heptyn-3-ol",Q27292109,,""
1956-10-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19562-30-2,"","","","","",,"",piromidic acid,CHEBI:32019,"",4689,,"","","",,"",,"","",,""
19578-68-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19578-81-5,"","","","","",,"","","","",79528,,"","","",,"",88155,"","",,""
19594-25-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19594-33-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19594-34-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19594-35-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19594-37-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19594-38-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19594-39-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1961-77-9,"","","","","",,"","","","",4447590,,"","","",,"",5284533,"","",,""
19617-84-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1962-75-0,"","","","","",,"","","","",,,"","","",,"",16066,"","",,""
19622-19-6,"","","","","",,prothiocarb hydrochloride,"","","",,,"","","",,"",,"","",,""
1963-36-6,"","","","","",,"","","","",201231,,"","","",,"",641294,"","",,""
19643-45-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19645-42-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1965-09-9,"","","","","",,"","","","",15257,,"","","",,"",16069,"","",,""
1966-58-1,"","","","","",,dichlormate,"","","",,,"","","",,"",,"","",,""
19660-16-3,"","","","","",,"","","","",27625,,"","","",,"",29728,"","",,""
196618-13-0,"","","","","",,"",oseltamivir,CHEBI:7798,"",,,"","","",,"",65028,"","",,""
19666-76-3,"","","","","",,"","","","",66186,,"","","",,"",73498,Panaxadiol,Q72499487,,""
1967-16-4,"","","","","",,chlorbufam,Chlorbufam,CHEBI:82186,"",,,"","","",,"",,"","",,""
1967-25-5,"","","","","",,"","","","",15262,,"","","",,"",16074,"","",,""
1968-05-4,"","","","","",,"","3,3'-diindolylmethane",CHEBI:50182,"",2963,,"","","",,"",3071,"3,3'-diindolylmethane",Q4634053,,""
1970-15-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1970-40-7,"","","","","",,pyriclor,"","","",15264,,"","","",,"",16076,"","",,""
19700-21-1,"","","","","",,"",(-)-geosmin,CHEBI:46702,"",,,"","","",,"",,"","",,""
19719-28-9,"","","","","",,"","","","",79576,,"","","",,"",,"","",,""
19719-72-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1972-08-3,"","","","","",,"",Delta(9)-tetrahydrocannabinol,CHEBI:66964,"",15266,,"","","",,"",16078,"","",,""
1972-28-7,"","","","","",,"","","","",4510444,,"","","",,"",5354216,"","",,""
1973-61-1,"","","","","",,"","","","",144573,,"","","",,"",,"","",,""
1975-78-6,"","","","","",,"","","","",67360,,"","","",,"",74791,decanenitrile,Q27251754,,""
19750-95-9,"","","","","",,chlordimeform hydrochloride,"","","",,,"","","",,"",,"","",,""
19758-05-5,"","","","","",,"","","","",,,"","","",,"",101122116,"","",,""
197715-85-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19774-82-4,"","","","","",,"",Amiodarone hydrochloride,CHEBI:2664,"",,,"","","",,"",,"","",,""
1978-24-1,"","","","","",,"","","","",85519,,"","","",,"",94783,"","",,""
19783-14-3,"","","","","",,"","","","",4576442,,"","","",,"",6372170,"","",,""
19794-93-5,"","","","","",,"",trazodone,CHEBI:9654,"",,,"","","",,"",,"","",,""
198-55-0,"","","","","",,"",perylene,CHEBI:29861,"",8788,,"","","",,"",9142,Perylene,Q417674,,""
1981-58-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19811-05-3,"","","","","",,"","","","",65699,,"","","",,"",72867,"2,4-Dichlorobenzophenone",Q72465528,,""
1982-42-9,"","","","","",,"","","","",67366,,"","","",,"",74798,"","",,""
1982-47-4,"","","","","",,chloroxuron,Chloroxuron,CHEBI:82200,"",15299,,"","","",,"",16115,"","",,""
1982-49-6,"","","","","",,siduron,Siduron,CHEBI:81744,"",15300,,"","","",,"",16116,"","",,""
1982-55-4,"","","","","",,"","","","",15301,,"","","",,"",16117,"","",,""
1982-69-0,"","","","","",,dicamba-sodium,"","","",,,"","","",,"",,"","",,""
19826-60-9,"","","","","",,"","","","",10632696,,"","","",,"",,"","",,""
1983-10-4,"","","","","",,"","","","",15304,,"","","",,"",16120,"","",,""
1983-60-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19833-41-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1984-06-1,"","","","","",,"",sodium octanoate,CHEBI:132100,"",15307,,"","","",,"",23664772,"","",,""
1984-15-2,"","","","","",,"",medronic acid,CHEBI:43945,"",,,"","","",,"",,"","",,""
1984-59-4,"","","","","",,"","","","",15310,,"","","",,"",16126,"","",,""
1984-65-2,"","","","","",,"","","","",15311,,"","","",,"",16127,"2,6-Dichloroanisole",Q72465412,,""
1985-12-2,"","","","","",,"","","","",15317,,"","","",,"",16133,4-Bromophenyl isothiocyanate,Q72510943,,""
198697-58-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1987-50-4,"","","","","",,"",4-n-Heptylphenol,CHEBI:34438,"",15327,,"","","",,"",16143,p-heptylphenol,Q27094802,,""
19882-03-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1989-33-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19895-44-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
198956-62-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
198971-10-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19900-72-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19902-04-6,"","","","","",,"","","","",4944087,,"","","",,"",6439694,"","",,""
19902-08-0,"","","","","",,"","","","",8466294,,"","","",,"",10290825,"","",,""
199062-80-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1991-78-2,"","","","","",,"","","","",4491,,"","","",,"",4652,fenclonine,Q5443204,,""
199111-50-7,"","","","","",,"","","","",16168382,,"","","",,"",,"","",,""
199119-58-9,"","","","","",,trifloxysulfuron-sodium,"","","",,,"","","",,"",,"","",,""
19927-28-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19928-35-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19928-37-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19932-84-4,"","","","","",,"","","","",,,"","","",,"",29858,"","",,""
199326-24-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19942-78-0,"","","","","",,"","","","",27750,,"","","",,"",29864,octyl thiocyanate,Q27277659,,""
1996-32-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1996-41-4,"","","","","",,"","","","",67381,,"","","",,"",74814,2-Chloro-4-fluorophenol,Q72451055,,""
19962-25-5,"","","","","",,"","","","",27763,,"","","",,"",29879,"","",,""
19984-57-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19988-24-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
19992-69-9,"","","","","",,"","","","",23350240,,"","","",,"",,"","",,""
2000-40-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2000-43-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2001-95-8,"","","","","",,"",valinomycin,CHEBI:28545,"",389933,,"","","",,"",3000706,valinomycin,Q417504,,""
20018-09-1,"","","","","",,"","","","",56482,,"","","",,"",,"","",,""
2002-29-1,"","","","","",,"",flumethasone pivalate,CHEBI:31620,"",,,"","","",,"",,"","",,""
2002-44-0,"","","","","",,"","","","",83871,,"","","",,"",92910,"","",,""
20020-02-4,"","","","","",,"","","","",27793,,"","","",,"",29910,"1,2,3,4-tetrachloronaphthalene",Q27256527,,""
20021-12-9,"","","","","",,"","","","",154230,,"","","",,"",177103,"2-(2,4-Dichloro-6-methylphenoxy)propanoic acid",Q82918984,,""
20039-91-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2004-03-7,"","","","","",,"",6-methylpurine,CHEBI:40274,"",4449900,,"","","",,"",5287547,6-Methylpurine,Q27093181,,""
2004-70-8,"","","","","",,"","(E)-1,3-pentadiene",CHEBI:74165,"",14564,,"","","",,"",62204,"(3E)-1,3-pentadiene",Q126292,,""
20056-92-2,"","","","","",,"","","","",4515260,,"","","",,"",5362794,"","",,""
200568-74-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20057-31-2,"","","","","",,tavron,"","","",,,"","","",,"",88346,"(3,3,3-Trichloro-1-methylenepropyl)benzene",Q81985473,,""
20057-88-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20071-09-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20076-86-2,"","","","","",,"","","","",19972599,,"","","",,"",88360,"","",,""
2008-39-1,"","","","","",,"2,4-D-dimethylammonium","","","",,,"","","",,"",,"","",,""
2008-41-5,"","","","","",,butylate,Butylate,CHEBI:34594,"",,,"","","",,"",,"","",,""
2008-46-0,"","","","","",,"2,4,5-T-triethylammonium","","","",,,"","","",,"",,"","",,""
2008-75-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2010-06-2,"","","","","",,"","","","",36822,,"","","",,"",40302,"","",,""
20108-30-9,"","","","","",,"",fusicoccin,CHEBI:51015,"",,,"","","",,"",,"","",,""
20109-59-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20113-39-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
201137-06-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20115-23-5,"","","","","",,"","","","",27824,,"","","",,"",,"","",,""
20115-34-8,"","","","","",,"","","","",27825,,"","","",,"",,"","",,""
2012-00-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2012-73-9,"","","","","",,"","","","",144581,,"","","",,"",164914,"","",,""
20120-33-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20126-76-5,"","","","","",,"","","","",,,"","","",,"",5325830,"","",,""
201305-50-2,"","","","","",,"","","","",,,"","","",,"",,Re-Entry,Q7299921,,""
20134-29-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2016-42-4,"","","","","",,"","","","",15389,,"","","",,"",16217,"","",,""
2016-57-1,"","","","","",,"","","","",8576,,"","","",,"",8916,"","",,""
2016-88-8,"","","","","",,"",amiloride hydrochloride,CHEBI:84743,"",,,"","","",,"",,"","",,""
201668-31-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
201668-32-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
201670-48-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
201742-26-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20190-95-8,"","","","","",,"","","","",181683,,"","","",,"",209694,"","",,""
20196-67-2,"","","","","",,"",Sinalbin,CHEBI:9151,"",,,"","","",,"",,"","",,""
20198-87-2,"","","","","",,"","","","",191227,,"","","",,"",220495,n-benzyloctadecanamide,Q82008953,,""
20202-85-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20204-43-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20208-95-1,"","","","","",,"","","","",83604,,"","","",,"",92612,"","",,""
2021-21-8,"","","","","",,"","","","",85029,,"","","",,"",,"","",,""
20223-20-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20223-84-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20233-04-9,"","","","","",,"","","","",79774,,"","","",,"",88421,"Thiocyanic acid, trichloromethyl ester",Q82001846,,""
20243-81-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2025-40-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20250-28-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20253-72-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2026-24-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20266-44-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20267-26-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20277-92-3,"","","","","",,"","","","",13990,,"","","",,"",7594,"","",,""
2028-12-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2028-63-9,"","","","","",,"","","","",15411,,"","","",,"",16239,3-butyn-2-ol,Q25385768,,""
20280-10-8,"","","","","",,"","","","",79807,,"","","",,"",88455,"","",,""
20284-98-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2029-94-9,"","","","","",,"","","","",67412,,"","","",,"",74847,"","",,""
20294-50-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20299-80-3,"","","","","",,"","","","",216033,,"","","",,"",,"","",,""
203-12-3,"","","","","",,"",Benzo[ghi]fluoranthene,CHEBI:82401,"",8790,,"","","",,"",9144,benzo(ghi)fluoranthene,Q3246537,,""
203-80-5,"","","","","",,"",phenalene,CHEBI:33082,"",8795,,"","","",,"",9149,phenalene,Q1919807,,""
20301-42-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20301-45-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20301-46-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20301-63-7,"","","","","",,"","","","",79833,,"","","",,"",88482,"","",,""
20308-70-7,"","","","","",,"","","","",216035,,"","","",,"",,"","",,""
203133-70-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2032-59-9,"","","","","",,aminocarb,aminocarb,CHEBI:2653,"",,,"","","",,"",,"","",,""
20324-26-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20324-33-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20325-40-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
203313-25-1,"","","","","",,spirotetramat,spirotetramat,CHEBI:81975,"",11677347,,"","","",,"",9969573,"","",,""
203389-26-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
203389-27-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2034-22-2,"","","","","",,"","","","",15422,,"","","",,"",16253,"","",,""
2034-74-4,"","","","","",,"","","","",141131,,"","","",,"",,"","",,""
20350-15-6,"","","","","",,"",brefeldin A,CHEBI:48080,"",4449949,,"","","",,"",,"","",,""
20354-26-1,"","","","","",,methazole,Methazole,CHEBI:82244,"",4528,,"","","",,"",4690,"","",,""
20362-15-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2037-26-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
203719-54-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
203742-76-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20379-81-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2038-57-5,"","","","","",,"",3-phenylpropylamine,CHEBI:45017,"",15427,,"","","",,"",16259,3-phenylpropylamine,Q23978199,,""
20386-27-0,"","","","","",,"","","","",1421623,,"","","",,"",1822416,"","",,""
20386-93-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2039-46-5,"","","","","",,MCPA-dimethylammonium,"","","",,,"","","",,"",,"","",,""
2039-88-5,"","","","","",,"","","","",15432,,"","","",,"",16264,"","",,""
203924-02-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2040-96-2,"","","","","",,"","","","",15438,,"","","",,"",16270,Propylcyclopentane,Q81977192,,""
20405-19-0,"","","","","",,MCPA-diolamine,"","","",,,"","","",,"",,"","",,""
20410-95-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2042-37-7,"","","","","",,"","","","",15440,,"","","",,"",16272,2-Bromobenzonitrile,Q72451682,,""
20427-59-2,"","","","","",,copper hydroxide,Copper hydroxide,CHEBI:81907,"",21171179,,"","","",,"",30154,"","",,""
20427-84-3,"","","","","",,"","","","",23159,,"","","",,"",24773,"","",,""
2043-47-2,"","","","","",,"","","","",67446,,"","","",,"",74883,"","",,""
2043-53-0,"","","","","",,"","","","",67448,,"","","",,"",74885,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluoro-10-iododecane",Q72481195,,""
2043-54-1,"","","","","",,"","","","",67449,,"","","",,"",74886,"1,1,2,2-Tetrahydroperfluorododecyl iodide",Q72506479,,""
2043-57-4,"","","","","",,"","","","",67451,,"","","",,"",74888,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-iodooctane",Q72510549,,""
2044-64-6,"","","","","",,"","","","",15446,,"","","",,"",,"","",,""
2044275-13-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20443-88-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20448-79-7,"","","","","",,"","","","",103149,,"","","",,"",115288,"","",,""
204515-25-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20458-99-5,"","","","","",,"","","","",4326307,,"","","",,"",5153183,"","",,""
20474-93-5,"","","","","",,"","","","",,,"","","",,"",5354763,"","",,""
205-39-0,"","","","","",,"","","","",236426,,"","","",,"",268932,"Benzo[b]naphtho[1,2-d]furan",Q82919679,,""
205-43-6,"","","","","",,"","","","",8797,,"","","",,"",9151,"Benzo[b]naphtho[1,2-d]thiophene",Q81977042,,""
2050-43-3,"","","","","",,"","","","",15469,,"","","",,"",16303,"N-(2,4-dimethylphenyl)acetamide",Q27258029,,""
2050-47-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2050-66-0,"","","","","",,"","","","",67469,,"","","",,"",74907,"","",,""
2050-67-1,"","","","","",,"","","","",15473,,"","","",,"",16307,"","",,""
2050-68-2,"","","","","",,"","4,4'-dichlorobiphenyl",CHEBI:34364,"",15474,,"","","",,"",16308,"4,4'-dichlorobiphenyl",Q27116020,,""
2050-74-0,"","","","","",,"","","","",15477,,"","","",,"",16311,"1,8-Dichloronaphthalene",Q81989869,,""
2050-75-1,"","","","","",,"","","","",15478,,"","","",,"",16312,"2,3-Dichloronaphthalene",Q81989870,,""
2050-76-2,"","","","","",,"","","","",15479,,"","","",,"",,"","",,""
2050-87-5,"","","","","",,"",diallyl trisulfide,CHEBI:78492,"",,,"","","",,"",,"","",,""
2050-92-2,"","","","","",,"","","","",15482,,"","","",,"",,"","",,""
2050-94-4,"","","","","",,"","","","",192944,,"","","",,"",222266,"","",,""
20506-17-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2051-31-2,"","","","","",,"","","","",15486,,"","","",,"",16320,4-decanol,Q31838893,,""
2051-53-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2051-59-4,"","","","","",,"","","","",15487,,"","","",,"",16321,6-Chlorocoumarin,Q81978228,,""
2051-60-7,"","","","","",,"",2-chlorobiphenyl,CHEBI:34269,"",218253,,"","","",,"",249266,2-chlorobiphenyl,Q22137046,,""
2051-61-8,"","","","","",,"",3-chlorobiphenyl,CHEBI:36716,"",15488,,"","","",,"",16322,"","",,""
2051-62-9,"","","","","",,"",4-chlorobiphenyl,CHEBI:27757,"",15488,,"","","",,"",16323,"","",,""
2051-79-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
2051-85-6,"","","","","",,"","","","",4749093,,"","","",,"",16325,"","",,""
2052-46-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
20543-04-8,"","","","","",,"","","","",141707,,"","","",,"",161318,"","",,""
